"t_id" "chromosome" "g_start_coord_ref" "g_end_coord_ref" "strand_mane" "u_id" "u_id2" "aug_start" "aug_end" "cadd_start" "stop" "stop_end" "cadd_stop"
"12668" "ENST00000475390.2" "3" 165196030 165196068 "-" 12668 "uORF" 165196066 165196068 0.533227888888889 165196030 165196032 1.02915411111111
"12669" "ENST00000475390.2" "3" 165195733 165195795 "-" 12669 "uORF" 165195793 165195795 2.13433 165195733 165195735 1.04909944444444
"12670" "ENST00000475390.2" "3" 165195625 165195675 "-" 12670 "uORF" 165195673 165195675 0.773500555555557 165195625 165195627 1.82276988888889
"12671" "ENST00000475390.2" "3" 165195625 165195672 "-" 12671 "uORF" 165195670 165195672 1.744708 165195625 165195627 1.82276988888889
"12674" "ENST00000476320.6" "6" 34247796 34247825 "-" 12674 "uORF" 34247823 34247825 2.05191777777778 34247796 34247798 1.16891833333334
"12676" "ENST00000477224.6" "3" 49869888 49869905 "-" 12676 "uORF" 49869903 49869905 2.34997055555555 49869888 49869890 2.18537355555556
"12677" "ENST00000477258.2" "3" 100114359 100114445 "-" 12677 "uORF" 100114443 100114445 1.593364 100114359 100114361 1.05751444444444
"12678" "ENST00000477258.2" "3" 99931024 100114327 "-" 12678 "uORF" 100114325 100114327 1.72009911111111 99931024 99931026 1.11930377777778
"12679" "ENST00000477258.2" "3" 100114078 100114104 "-" 12679 "uORF" 100114102 100114104 0.731688333333333 100114078 100114080 0.880043444444444
"12694" "ENST00000478753.5" "16" 30445847 30445861 "-" 12694 "uORF" 30445859 30445861 0.231759222222222 30445847 30445849 -0.314460888888889
"12695" "ENST00000478945.1" "3" 109316497 109316505 "-" 12695 "uORF" 109316503 109316505 0.489858333333333 109316497 109316499 0.393602111111111
"12698" "ENST00000479548.2" "21" 32807695 32813593 "-" 12698 "uORF" 32813591 32813593 0.751219333333335 32807695 32807697 0.421695222222222
"12699" "ENST00000479548.2" "21" 32810598 32810648 "-" 12699 "uORF" 32810646 32810648 0.185068222222222 32810598 32810600 0.713534555555556
"12700" "ENST00000479548.2" "21" 32810598 32810606 "-" 12700 "uORF" 32810604 32810606 0.587261444444444 32810598 32810600 0.713534555555556
"12701" "ENST00000479548.2" "21" 32810577 32810588 "-" 12701 "uORF" 32810586 32810588 0.412526 32810577 32810579 0.374292888888889
"12702" "ENST00000479548.2" "21" 32807661 32807708 "-" 12702 "uORF" 32807706 32807708 0.463482666666667 32807661 32807663 0.480150444444444
"12703" "ENST00000479548.2" "21" 32807645 32807686 "-" 12703 "uORF" 32807684 32807686 0.544237555555556 32807645 32807647 0.360320555555555
"12704" "ENST00000479665.6" "3" 28348697 28348783 "-" 12704 "uORF" 28348781 28348783 1.80574677777778 28348697 28348699 2.42301544444444
"12707" "ENST00000481138.6" "9" 96853015 96854341 "-" 12707 "uORF" 96854339 96854341 0.476059555555556 96853015 96853017 0.698502777777778
"12708" "ENST00000481138.6" "9" 96853052 96853069 "-" 12708 "uORF" 96853067 96853069 0.455142555555555 96853052 96853054 0.551554111111111
"12709" "ENST00000481138.6" "9" 96852991 96853008 "-" 12709 "uORF" 96853006 96853008 0.597238888888889 96852991 96852993 0.441309333333334
"12710" "ENST00000481138.6" "9" 96852963 96853004 "-" 12710 "uORF" 96853002 96853004 0.53352 96852963 96852965 0.501163777777778
"12711" "ENST00000481138.6" "9" 96852963 96853001 "-" 12711 "uORF" 96852999 96853001 0.513178444444444 96852963 96852965 0.501163777777778
"12712" "ENST00000481138.6" "9" 96852890 96852994 "-" 12712 "uORF" 96852992 96852994 0.098033888888889 96852890 96852892 0.382338555555556
"12713" "ENST00000481490.3" "8" 94436877 94436909 "-" 12713 "uORF" 94436907 94436909 1.88756144444444 94436877 94436879 1.78229355555556
"12715" "ENST00000481882.7" "1" 46551538 46551618 "-" 12715 "uORF" 46551616 46551618 1.18787233333333 46551538 46551540 1.68790833333333
"12716" "ENST00000481882.7" "1" 46551510 46551560 "-" 12716 "uORF" 46551558 46551560 -0.0618512222222223 46551510 46551512 0.556509111111111
"12717" "ENST00000482016.6" "3" 88058139 88058216 "-" 12717 "uORF" 88058214 88058216 2.15475444444445 88058139 88058141 2.17111611111111
"12718" "ENST00000482016.6" "3" 88058023 88058091 "-" 12718 "uORF" 88058089 88058091 0.744169 88058023 88058025 1.88260955555556
"12719" "ENST00000482016.6" "3" 88057257 88057280 "-" 12719 "uORF" 88057278 88057280 0.735037444444446 88057257 88057259 0.425511
"12720" "ENST00000482016.6" "3" 88057249 88057260 "-" 12720 "uORF" 88057258 88057260 0.361899666666667 88057249 88057251 0.509812888888889
"12722" "ENST00000482387.7" "3" 59049804 59049836 "-" 12722 "uORF" 59049834 59049836 1.32440611111111 59049804 59049806 1.90625044444444
"12723" "ENST00000482387.7" "3" 59049804 59049827 "-" 12723 "uORF" 59049825 59049827 0.684360666666667 59049804 59049806 1.90625044444444
"12724" "ENST00000482387.7" "3" 59049784 59049813 "-" 12724 "uORF" 59049811 59049813 0.806167555555555 59049784 59049786 1.100278
"12725" "ENST00000482457.4" "3" 114237116 114237133 "-" 12725 "uORF" 114237131 114237133 0.640041 114237116 114237118 0.365050888888889
"12726" "ENST00000483722.2" "6" 41201031 41201129 "-" 12726 "uORF" 41201127 41201129 1.71381288888889 41201031 41201033 0.289745
"12727" "ENST00000483725.8" "6" 127459292 127459327 "-" 12727 "uORF" 127459325 127459327 1.92876377777778 127459292 127459294 1.24310955555556
"12730" "ENST00000484310.6" "1" 111137546 111137566 "-" 12730 "uORF" 111137564 111137566 0.755338222222222 111137546 111137548 0.672114111111111
"12748" "ENST00000486479.3" "X" 24313975 24314007 "-" 12748 "uORF" 24314005 24314007 -0.069634222222222 24313975 24313977 0.0500137777777777
"12749" "ENST00000486479.3" "X" 24313810 24313842 "-" 12749 "uORF" 24313840 24313842 0.347259 24313810 24313812 0.334251444444445
"12750" "ENST00000486479.3" "X" 24313644 24313676 "-" 12750 "uORF" 24313674 24313676 0.314286444444445 24313644 24313646 0.240731111111111
"12751" "ENST00000486479.3" "X" 24313479 24313511 "-" 12751 "uORF" 24313509 24313511 -0.256761333333333 24313479 24313481 -0.338801111111111
"12752" "ENST00000486479.3" "X" 24313336 24313356 "-" 12752 "uORF" 24313354 24313356 -0.367134111111111 24313336 24313338 0.435997777777778
"12753" "ENST00000486637.2" "1" 37690356 37690529 "-" 12753 "uORF" 37690527 37690529 0.531756333333333 37690356 37690358 1.72147022222222
"12754" "ENST00000486637.2" "1" 37690195 37690398 "-" 12754 "uORF" 37690396 37690398 0.748504000000001 37690195 37690197 0.94861088888889
"12755" "ENST00000486637.2" "1" 37690089 37690106 "-" 12755 "uORF" 37690104 37690106 0.282891888888889 37690089 37690091 0.579620222222222
"12757" "ENST00000487099.7" "9" 124771130 124771162 "-" 12757 "uORF" 124771160 124771162 2.05627933333333 124771130 124771132 2.18784255555556
"12758" "ENST00000487137.7" "14" 23055839 23055847 "-" 12758 "uORF" 23055845 23055847 1.88809977777778 23055839 23055841 1.67520588888889
"12759" "ENST00000487137.7" "14" 23055759 23055803 "-" 12759 "uORF" 23055801 23055803 1.25501788888889 23055759 23055761 1.61954644444444
"12774" "ENST00000488794.6" "3" 112846782 112846823 "-" 12774 "uORF" 112846821 112846823 0.225269888888889 112846782 112846784 0.278954666666666
"12775" "ENST00000488794.6" "3" 112846782 112846808 "-" 12775 "uORF" 112846806 112846808 -0.211796222222222 112846782 112846784 0.278954666666666
"12776" "ENST00000488794.6" "3" 112846674 112846688 "-" 12776 "uORF" 112846686 112846688 0.242553777777778 112846674 112846676 0.688972
"12777" "ENST00000488794.6" "3" 112846626 112846658 "-" 12777 "uORF" 112846656 112846658 0.208649888888889 112846626 112846628 1.16122222222222
"12778" "ENST00000488794.6" "3" 112845827 112845898 "-" 12778 "uORF" 112845896 112845898 0.0813421111111113 112845827 112845829 0.288002
"12779" "ENST00000488794.6" "3" 112845838 112845867 "-" 12779 "uORF" 112845865 112845867 0.0843855555555553 112845838 112845840 0.509174888888889
"12780" "ENST00000488794.6" "3" 112845786 112845857 "-" 12780 "uORF" 112845855 112845857 0.00373577777777778 112845786 112845788 0.144151333333333
"12781" "ENST00000488794.6" "3" 112845756 112845767 "-" 12781 "uORF" 112845765 112845767 0.186253777777778 112845756 112845758 0.47225
"12782" "ENST00000488794.6" "3" 112837961 112845724 "-" 12782 "uORF" 112845722 112845724 0.199847 112837961 112837963 0.963838555555554
"12783" "ENST00000488794.6" "3" 112837961 112845688 "-" 12783 "uORF" 112845686 112845688 -0.656263444444443 112837961 112837963 0.963838555555554
"12784" "ENST00000488794.6" "3" 112837961 112837987 "-" 12784 "uORF" 112837985 112837987 0.742620222222223 112837961 112837963 0.963838555555554
"12786" "ENST00000489339.2" "9" 113302310 113303369 "-" 12786 "uORF" 113303367 113303369 0.356995888888889 113302310 113302312 0.830257777777778
"12787" "ENST00000489339.2" "9" 113302310 113303327 "-" 12787 "uORF" 113303325 113303327 0.246153666666667 113302310 113302312 0.830257777777778
"12788" "ENST00000489339.2" "9" 113302310 113303171 "-" 12788 "uORF" 113303169 113303171 1.19196877777778 113302310 113302312 0.830257777777778
"12789" "ENST00000489339.2" "9" 113302310 113303108 "-" 12789 "uORF" 113303106 113303108 -0.118530111111111 113302310 113302312 0.830257777777778
"12790" "ENST00000489339.2" "9" 113301742 113302253 "-" 12790 "uORF" 113302251 113302253 -0.120186222222222 113301742 113301744 1.38819433333333
"12791" "ENST00000489339.2" "9" 113301742 113302250 "-" 12791 "uORF" 113302248 113302250 -0.138338666666667 113301742 113301744 1.38819433333333
"12792" "ENST00000489339.2" "9" 113301742 113302211 "-" 12792 "uORF" 113302209 113302211 0.147533666666667 113301742 113301744 1.38819433333333
"12793" "ENST00000489339.2" "9" 113299706 113301742 "-" 12793 "uORF" 113301740 113301742 1.30159288888889 113299706 113299708 0.729789222222222
"12794" "ENST00000489339.2" "9" 113299747 113301708 "-" 12794 "uORF" 113301706 113301708 0.174926888888889 113299747 113299749 0.755598333333333
"12795" "ENST00000489339.2" "9" 113299747 113301705 "-" 12795 "uORF" 113301703 113301705 0.581579333333333 113299747 113299749 0.755598333333333
"12796" "ENST00000489339.2" "9" 113299706 113299750 "-" 12796 "uORF" 113299748 113299750 0.807253444444444 113299706 113299708 0.729789222222222
"12797" "ENST00000489339.2" "9" 113299706 113299741 "-" 12797 "uORF" 113299739 113299741 0.327632111111111 113299706 113299708 0.729789222222222
"12798" "ENST00000489339.2" "9" 113299609 113299638 "-" 12798 "uORF" 113299636 113299638 0.318138555555556 113299609 113299611 0.423032666666667
"12800" "ENST00000489671.6" "3" 142101763 142101786 "-" 12800 "uORF" 142101784 142101786 1.86409733333334 142101763 142101765 1.53373922222222
"12801" "ENST00000490035.7" "3" 116445191 116445229 "-" 12801 "uORF" 116445227 116445229 0.786603777777778 116445191 116445193 1.21942677777778
"12802" "ENST00000490035.7" "3" 116445101 116445121 "-" 12802 "uORF" 116445119 116445121 0.673125 116445101 116445103 0.779573444444444
"12803" "ENST00000490103.6" "22" 29553672 29553743 "-" 12803 "uORF" 29553741 29553743 1.69307611111111 29553672 29553674 0.429064777777778
"12804" "ENST00000490466.2" "1" 36323461 36323511 "-" 12804 "uORF" 36323509 36323511 0.707720333333333 36323461 36323463 1.63321655555556
"12821" "ENST00000493094.6" "3" 119660479 119660499 "-" 12821 "uORF" 119660497 119660499 0.0452991111111114 119660479 119660481 0.393621888888889
"12822" "ENST00000493196.2" "21" 29019290 29019304 "-" 12822 "uORF" 29019302 29019304 0.451483 29019290 29019292 0.808547111111111
"12844" "ENST00000496613.6" "7" 140605780 140640620 "-" 12844 "uORF" 140640618 140640620 0.775033222222222 140605780 140605782 1.432653
"12845" "ENST00000496613.6" "7" 140605780 140640542 "-" 12845 "uORF" 140640540 140640542 1.24545166666667 140605780 140605782 1.432653
"12846" "ENST00000496613.6" "7" 140602488 140605778 "-" 12846 "uORF" 140605776 140605778 1.14472577777778 140602488 140602490 -0.0938346666666668
"12847" "ENST00000496613.6" "7" 140602488 140605775 "-" 12847 "uORF" 140605773 140605775 1.59010966666667 140602488 140602490 -0.0938346666666668
"12851" "ENST00000497454.6" "6" 33298626 33298643 "-" 12851 "uORF" 33298641 33298643 2.25323255555556 33298626 33298628 2.228357
"12852" "ENST00000497775.2" "6" 37257842 37257865 "-" 12852 "uORF" 37257863 37257865 1.64226466666667 37257842 37257844 2.076209
"12853" "ENST00000497775.2" "6" 37257665 37257775 "-" 12853 "uORF" 37257773 37257775 2.18740255555555 37257665 37257667 0.88008711111111
"12856" "ENST00000498678.6" "17" 48555574 48573881 "-" 12856 "uORF" 48573879 48573881 1.73941611111111 48555574 48555576 2.21255133333333
"12857" "ENST00000498678.6" "17" 48555532 48555564 "-" 12857 "uORF" 48555562 48555564 2.223701 48555532 48555534 2.45646155555556
"12862" "ENST00000498707.5" "3" 64687786 64687935 "-" 12862 "uORF" 64687933 64687935 2.29971177777778 64687786 64687788 2.25661811111111
"12863" "ENST00000498729.9" "2" 240820132 240820164 "-" 12863 "uORF" 240820162 240820164 0.674500888888889 240820132 240820134 1.75341533333333
"12864" "ENST00000498729.9" "2" 240820132 240820152 "-" 12864 "uORF" 240820150 240820152 1.46243655555556 240820132 240820134 1.75341533333333
"12865" "ENST00000498907.3" "19" 33302422 33302439 "-" 12865 "uORF" 33302437 33302439 2.41184411111111 33302422 33302424 2.366923
"12866" "ENST00000499247.3" "17" 50864084 50864113 "-" 12866 "uORF" 50864111 50864113 1.86645277777778 50864084 50864086 1.71395655555556
"12867" "ENST00000499666.7" "4" 99894404 99894427 "-" 12867 "uORF" 99894425 99894427 0.613549111111111 99894404 99894406 1.00315755555555
"12868" "ENST00000500968.4" "X" 55489184 55489192 "-" 12868 "uORF" 55489190 55489192 0.971114555555554 55489184 55489186 1.09061388888889
"12878" "ENST00000502583.6" "6" 7389677 7389730 "-" 12878 "uORF" 7389728 7389730 0.667026 7389677 7389679 0.790033333333334
"12879" "ENST00000502583.6" "6" 7389677 7389706 "-" 12879 "uORF" 7389704 7389706 0.521930333333333 7389677 7389679 0.790033333333334
"12880" "ENST00000502583.6" "6" 7389260 7389295 "-" 12880 "uORF" 7389293 7389295 1.65345855555556 7389260 7389262 0.690769666666667
"12881" "ENST00000502583.6" "6" 7389206 7389229 "-" 12881 "uORF" 7389227 7389229 0.751194555555555 7389206 7389208 0.748821666666667
"12882" "ENST00000502583.6" "6" 7389217 7389225 "-" 12882 "uORF" 7389223 7389225 0.725456888888889 7389217 7389219 0.688927
"12883" "ENST00000502732.6" "1" 179229585 179229668 "-" 12883 "uORF" 179229666 179229668 2.40965188888889 179229585 179229587 2.30553888888889
"12884" "ENST00000502773.6" "4" 156970970 156971053 "-" 12884 "uORF" 156971051 156971053 2.27417122222222 156970970 156970972 2.27922588888889
"12905" "ENST00000503143.3" "5" 135447194 135447205 "-" 12905 "uORF" 135447203 135447205 0.227280222222222 135447194 135447196 0.284751222222222
"12906" "ENST00000503581.6" "6" 65707186 65707200 "-" 12906 "uORF" 65707198 65707200 0.747159444444444 65707186 65707188 0.809002444444446
"12907" "ENST00000503581.6" "6" 65639818 65707143 "-" 12907 "uORF" 65707141 65707143 0.886228666666667 65639818 65639820 0.427440888888889
"12908" "ENST00000503581.6" "6" 65495941 65495964 "-" 12908 "uORF" 65495962 65495964 0.196864222222222 65495941 65495943 0.457626444444444
"12909" "ENST00000503771.2" "3" 45226044 45226073 "-" 12909 "uORF" 45226071 45226073 2.01029822222222 45226044 45226046 2.09736633333333
"12913" "ENST00000504087.6" "4" 124711162 124711188 "-" 12913 "uORF" 124711186 124711188 1.19039933333333 124711162 124711164 1.89407955555555
"12914" "ENST00000504087.6" "4" 124711162 124711179 "-" 12914 "uORF" 124711177 124711179 1.66292033333333 124711162 124711164 1.89407955555555
"12915" "ENST00000504087.6" "4" 124711167 124711175 "-" 12915 "uORF" 124711173 124711175 1.79764922222222 124711167 124711169 1.88089555555556
"12916" "ENST00000504087.6" "4" 124711063 124711086 "-" 12916 "uORF" 124711084 124711086 1.215819 124711063 124711065 1.11670977777778
"12917" "ENST00000504087.6" "4" 124710923 124710979 "-" 12917 "uORF" 124710977 124710979 1.205888 124710923 124710925 1.62986766666667
"12918" "ENST00000504087.6" "4" 124710832 124710969 "-" 12918 "uORF" 124710967 124710969 0.317853555555556 124710832 124710834 1.73239344444445
"12919" "ENST00000504087.6" "4" 124710923 124710934 "-" 12919 "uORF" 124710932 124710934 1.26560933333333 124710923 124710925 1.62986766666667
"12920" "ENST00000504087.6" "4" 124710813 124710857 "-" 12920 "uORF" 124710855 124710857 1.89911688888889 124710813 124710815 1.59556055555556
"12921" "ENST00000504087.6" "4" 124710714 124710797 "-" 12921 "uORF" 124710795 124710797 1.34807755555555 124710714 124710716 0.505642555555556
"12922" "ENST00000504087.6" "4" 124710634 124710672 "-" 12922 "uORF" 124710670 124710672 1.03082222222222 124710634 124710636 1.78030966666667
"12923" "ENST00000504087.6" "4" 124710573 124710581 "-" 12923 "uORF" 124710579 124710581 0.431619888888889 124710573 124710575 0.878142222222222
"12924" "ENST00000504087.6" "4" 124710535 124710573 "-" 12924 "uORF" 124710571 124710573 1.36761888888889 124710535 124710537 1.868978
"12925" "ENST00000504087.6" "4" 124710528 124710569 "-" 12925 "uORF" 124710567 124710569 1.24562922222222 124710528 124710530 1.44398533333333
"12926" "ENST00000504087.6" "4" 124710528 124710551 "-" 12926 "uORF" 124710549 124710551 0.866691555555555 124710528 124710530 1.44398533333333
"12927" "ENST00000504102.6" "17" 49622872 49678068 "-" 12927 "uORF" 49678066 49678068 1.64062722222222 49622872 49622874 1.86321677777778
"12928" "ENST00000504102.6" "17" 49677981 49677998 "-" 12928 "uORF" 49677996 49677998 2.48179833333333 49677981 49677983 2.47764533333333
"12929" "ENST00000504102.6" "17" 49622872 49677984 "-" 12929 "uORF" 49677982 49677984 2.44785744444445 49622872 49622874 1.86321677777778
"12945" "ENST00000504830.6" "5" 33891901 33891957 "-" 12945 "uORF" 33891955 33891957 2.28147211111111 33891901 33891903 2.02203566666667
"12946" "ENST00000504904.8" "19" 56472142 56474016 "-" 12946 "uORF" 56474014 56474016 0.331938888888889 56472142 56472144 0.662900333333333
"12947" "ENST00000504904.8" "19" 56472142 56472156 "-" 12947 "uORF" 56472154 56472156 0.953485222222221 56472142 56472144 0.662900333333333
"12948" "ENST00000504904.8" "19" 56472066 56472149 "-" 12948 "uORF" 56472147 56472149 0.556612 56472066 56472068 0.427134666666667
"12949" "ENST00000504904.8" "19" 56472122 56472145 "-" 12949 "uORF" 56472143 56472145 0.665378555555556 56472122 56472124 0.544410111111111
"12950" "ENST00000504904.8" "19" 56471869 56472066 "-" 12950 "uORF" 56472064 56472066 0.383993 56471869 56471871 0.937550333333332
