"chr" "start" "end" "strand" "transcript_id" "exon_number"
"16275" "6" 31814889 31815283 "-" "ENST00000375654.5" 1
"16276" "6" 31806758 31806966 "-" "ENST00000375661.6" 1
"16277" "1" 16073443 16073651 "-" "ENST00000375662.5" 1
"16278" "6" 31795546 31795752 "-" "ENST00000375663.8" 1
"16279" "6" 31795218 31795250 "-" "ENST00000375663.8" 2
"16280" "1" 16044486 16044492 "+" "ENST00000375679.9" 2
"16281" "1" 16043782 16043880 "+" "ENST00000375679.9" 1
"16282" "20" 32358331 32358775 "+" "ENST00000375687.10" 1
"16283" "6" 31776780 31776794 "-" "ENST00000375688.5" 2
"16284" "6" 31777109 31777328 "-" "ENST00000375688.5" 1
"16285" "9" 91949964 91950228 "-" "ENST00000375708.4" 1
"16286" "20" 32277651 32277765 "+" "ENST00000375712.4" 1
"16287" "20" 32309713 32309777 "+" "ENST00000375712.4" 2
"16288" "9" 91361890 91361918 "-" "ENST00000375731.9" 1
"16289" "11" 103109426 103109574 "+" "ENST00000375735.7" 1
"16290" "1" 15973039 15973125 "-" "ENST00000375743.9" 2
"16291" "1" 15948496 15948497 "-" "ENST00000375743.9" 3
"16292" "1" 15975983 15976101 "-" "ENST00000375743.9" 1
"16293" "20" 32207880 32207941 "+" "ENST00000375749.8" 1
"16294" "6" 31740454 31740466 "+" "ENST00000375750.9" 2
"16295" "6" 31740005 31740062 "+" "ENST00000375750.9" 1
"16296" "9" 90843858 90843898 "+" "ENST00000375754.9" 2
"16297" "9" 90801819 90801893 "+" "ENST00000375754.9" 1
"16298" "1" 15847707 15848067 "+" "ENST00000375759.8" 1
"16299" "9" 90642752 90642824 "-" "ENST00000375765.5" 1
"16300" "9" 90613828 90613863 "-" "ENST00000375765.5" 2
"16301" "1" 15764964 15764983 "+" "ENST00000375766.8" 3
"16302" "1" 15764496 15764685 "+" "ENST00000375766.8" 2
"16303" "1" 15758795 15758848 "+" "ENST00000375766.8" 1
"16304" "1" 15742499 15742559 "+" "ENST00000375782.2" 1
"16305" "6" 31736301 31736530 "-" "ENST00000375784.8" 1
"16306" "6" 31729162 31729299 "-" "ENST00000375789.7" 1
"16307" "1" 15684320 15684558 "+" "ENST00000375799.8" 1
"16308" "9" 89318500 89318576 "+" "ENST00000375807.8" 1
"16309" "6" 31721680 31721746 "-" "ENST00000375819.3" 1
"16310" "13" 110307028 110307157 "-" "ENST00000375820.10" 1
"16311" "6" 31715348 31715355 "+" "ENST00000375825.8" 1
"16312" "1" 15584968 15585051 "-" "ENST00000375826.4" 1
"16313" "6" 31706866 31706906 "+" "ENST00000375832.5" 1
"16314" "9" 89178461 89178818 "-" "ENST00000375835.9" 1
"16315" "1" 15529088 15529105 "+" "ENST00000375847.8" 2
"16316" "1" 15526848 15526958 "+" "ENST00000375847.8" 1
"16317" "20" 32052242 32052424 "+" "ENST00000375852.5" 1
"16318" "9" 88535178 88535434 "+" "ENST00000375854.8" 1
"16319" "13" 109786054 109786583 "-" "ENST00000375856.5" 1
"16320" "9" 88426382 88426539 "+" "ENST00000375859.4" 2
"16321" "9" 88388444 88388538 "+" "ENST00000375859.4" 1
"16322" "6" 31669976 31670950 "+" "ENST00000375864.5" 1
"16323" "6" 31666080 31666208 "+" "ENST00000375882.7" 1
"16324" "6" 31666821 31666831 "+" "ENST00000375882.7" 2
"16325" "13" 108269718 108269895 "+" "ENST00000375887.9" 1
"16326" "6" 31664479 31664577 "-" "ENST00000375896.9" 2
"16327" "6" 31664841 31664997 "-" "ENST00000375896.9" 1
"16328" "13" 108218392 108218659 "+" "ENST00000375898.4" 1
"16329" "13" 108229199 108229218 "+" "ENST00000375898.4" 2
"16330" "1" 15476104 15476125 "+" "ENST00000375910.8" 1
"16331" "6" 31659948 31660778 "-" "ENST00000375911.2" 1
"16332" "13" 107866597 107867496 "-" "ENST00000375915.4" 1
"16333" "6" 31655894 31655966 "+" "ENST00000375916.4" 1
"16334" "13" 105466045 105466060 "+" "ENST00000375936.9" 1
"16335" "13" 105466216 105466288 "+" "ENST00000375936.9" 2
"16336" "10" 27155352 27155426 "+" "ENST00000375940.9" 1
"16337" "1" 15438443 15438464 "+" "ENST00000375949.5" 1
"16338" "9" 86354271 86354410 "-" "ENST00000375963.8" 1
"16339" "9" 86353200 86353230 "-" "ENST00000375963.8" 2
"16340" "20" 31845543 31845604 "-" "ENST00000375978.5" 1
"16341" "1" 15409888 15409971 "+" "ENST00000375980.9" 1
"16342" "20" 31819356 31819428 "+" "ENST00000375985.5" 1
"16343" "20" 31819533 31819580 "+" "ENST00000375985.5" 2
"16344" "9" 86282459 86282538 "-" "ENST00000375991.9" 1
"16345" "X" 51496445 51496592 "-" "ENST00000375992.4" 1
"16346" "13" 102798671 102798976 "-" "ENST00000376004.5" 1
"16347" "1" 15214895 15215087 "+" "ENST00000376008.3" 3
"16348" "1" 15153747 15153954 "+" "ENST00000376008.3" 1
"16349" "1" 15210490 15210562 "+" "ENST00000376008.3" 2
"16350" "10" 27154211 27154384 "-" "ENST00000376016.8" 1
"16351" "X" 50814019 50814194 "-" "ENST00000376020.9" 1
"16352" "1" 14598685 14598997 "+" "ENST00000376030.7" 1
"16353" "13" 102773682 102773786 "-" "ENST00000376032.9" 1
"16354" "13" 102770027 102770086 "-" "ENST00000376032.9" 2
"16355" "6" 31620715 31620858 "+" "ENST00000376033.3" 1
"16356" "6" 31622690 31622789 "+" "ENST00000376033.3" 2
"16357" "X" 50285127 50285163 "+" "ENST00000376042.6" 3
"16358" "X" 50204765 50204950 "+" "ENST00000376042.6" 1
"16359" "X" 50284542 50284616 "+" "ENST00000376042.6" 2
"16360" "13" 102596986 102597038 "+" "ENST00000376052.5" 1
"16361" "6" 31615234 31615329 "+" "ENST00000376059.8" 1
"16362" "20" 31637912 31637962 "+" "ENST00000376075.4" 1
"16363" "1" 13513594 13514003 "-" "ENST00000376085.4" 1
"16364" "10" 27100327 27100494 "-" "ENST00000376087.5" 1
"16365" "X" 49923407 49923482 "+" "ENST00000376091.8" 2
"16366" "X" 49925171 49925298 "+" "ENST00000376091.8" 3
"16367" "X" 49922596 49922792 "+" "ENST00000376091.8" 1
"16368" "1" 13389632 13389657 "+" "ENST00000376098.4" 1
"16369" "1" 13371901 13371947 "-" "ENST00000376101.4" 1
"16370" "11" 85598697 85598788 "-" "ENST00000376104.7" 3
"16371" "11" 85626587 85626753 "-" "ENST00000376104.7" 2
"16372" "11" 85627218 85627344 "-" "ENST00000376104.7" 1
"16373" "20" 31605289 31605387 "+" "ENST00000376112.4" 1
"16374" "10" 26860864 26860958 "-" "ENST00000376140.4" 1
"16375" "13" 101916646 101916945 "-" "ENST00000376143.5" 1
"16376" "6" 31547608 31547694 "+" "ENST00000376148.9" 1
"16377" "X" 49695869 49695984 "-" "ENST00000376150.4" 1
"16378" "X" 49694771 49694778 "-" "ENST00000376150.4" 2
"16379" "1" 13315581 13315658 "+" "ENST00000376152.2" 1
"16380" "1" 13318392 13318407 "+" "ENST00000376152.2" 2
"16381" "13" 101452675 101452833 "+" "ENST00000376180.8" 1
"16382" "1" 12942519 12942540 "-" "ENST00000376189.5" 2
"16383" "1" 12947517 12947580 "-" "ENST00000376189.5" 1
"16384" "6" 31528962 31529014 "+" "ENST00000376191.3" 1
"16385" "X" 49258506 49258527 "-" "ENST00000376207.10" 2
"16386" "X" 49264661 49264710 "-" "ENST00000376207.10" 1
"16387" "10" 26697701 26697711 "+" "ENST00000376215.10" 1
"16388" "1" 12644085 12644546 "+" "ENST00000376221.2" 1
"16389" "X" 49235470 49235636 "+" "ENST00000376227.4" 1
"16390" "6" 31272072 31272092 "-" "ENST00000376228.10" 1
"16391" "19" 57527356 57527573 "+" "ENST00000376233.8" 1
"16392" "10" 26438341 26438455 "+" "ENST00000376236.9" 1
"16393" "10" 26438652 26438853 "+" "ENST00000376236.9" 2
"16394" "9" 84340634 84340758 "-" "ENST00000376238.5" 1
"16395" "6" 31158589 31158722 "+" "ENST00000376257.8" 1
"16396" "6" 31158897 31159469 "+" "ENST00000376257.8" 2
"16397" "1" 12166991 12167091 "+" "ENST00000376259.7" 1
"16398" "10" 26216774 26216809 "+" "ENST00000376261.8" 1
"16399" "9" 83978253 83978279 "-" "ENST00000376263.8" 3
"16400" "9" 83980153 83980215 "-" "ENST00000376263.8" 1
"16401" "9" 83978373 83978452 "-" "ENST00000376263.8" 2
"16402" "13" 100089093 100089120 "+" "ENST00000376285.6" 1
"16403" "6" 31120420 31120446 "-" "ENST00000376288.3" 1
"16404" "6" 30983718 30983958 "+" "ENST00000376296.3" 1
"16405" "2" 118013996 118014070 "-" "ENST00000376300.7" 1
"16406" "20" 31440632 31440698 "+" "ENST00000376309.4" 1
"16407" "20" 31406153 31406215 "-" "ENST00000376314.3" 1
"16408" "20" 31390484 31390590 "-" "ENST00000376321.4" 1
"16409" "19" 55442864 55443300 "-" "ENST00000376325.10" 1
"16410" "X" 49171898 49172000 "+" "ENST00000376327.6" 1
"16411" "11" 74730889 74731426 "-" "ENST00000376332.8" 1
"16412" "13" 99981784 99982064 "+" "ENST00000376335.8" 1
"16413" "9" 83956501 83956742 "-" "ENST00000376344.8" 1
"16414" "19" 55209434 55209501 "-" "ENST00000376350.8" 1
"16415" "10" 25175001 25175420 "+" "ENST00000376351.4" 1
"16416" "17" 54985614 54985691 "+" "ENST00000376352.6" 2
"16417" "17" 54986142 54986219 "+" "ENST00000376352.6" 3
"16418" "17" 54968765 54968815 "+" "ENST00000376352.6" 1
"16419" "10" 25021742 25021908 "+" "ENST00000376356.5" 2
"16420" "10" 25016612 25016692 "+" "ENST00000376356.5" 1
"16421" "10" 25023176 25023223 "+" "ENST00000376356.5" 3
"16422" "9" 83817517 83817769 "-" "ENST00000376371.7" 1
"16423" "9" 83806518 83806560 "-" "ENST00000376371.7" 3
"16424" "9" 83816996 83817127 "-" "ENST00000376371.7" 2
"16425" "X" 49078096 49078112 "-" "ENST00000376372.9" 2
"16426" "X" 49079751 49079887 "-" "ENST00000376372.9" 1
"16427" "13" 99501472 99501606 "+" "ENST00000376387.5" 1
"16428" "6" 30742527 30742687 "-" "ENST00000376389.8" 1
"16429" "6" 30742190 30742203 "-" "ENST00000376389.8" 2
"16430" "9" 83707680 83707958 "-" "ENST00000376395.9" 1
"16431" "6" 30715176 30715178 "-" "ENST00000376406.8" 2
"16432" "6" 30717245 30717281 "-" "ENST00000376406.8" 1
"16433" "13" 99307340 99307399 "-" "ENST00000376414.5" 1
"16434" "13" 99296146 99296163 "-" "ENST00000376414.5" 2
"16435" "9" 83623143 83623171 "+" "ENST00000376419.5" 1
"16436" "6" 30690975 30690984 "-" "ENST00000376421.7" 1
"16437" "X" 49002230 49002264 "-" "ENST00000376423.8" 1
"16438" "6" 30672842 30673006 "-" "ENST00000376442.8" 1
"16439" "9" 83062868 83063142 "-" "ENST00000376447.4" 1
"16440" "10" 24209138 24209193 "+" "ENST00000376454.8" 1
"16441" "1" 11858834 11858945 "-" "ENST00000376468.4" 1
"16442" "1" 11847685 11847783 "-" "ENST00000376480.7" 1
"16443" "X" 48957571 48957607 "-" "ENST00000376488.8" 1
"16444" "10" 23439075 23439457 "+" "ENST00000376495.5" 1
"16445" "9" 81688241 81689547 "-" "ENST00000376499.8" 1
"16446" "13" 98752599 98752672 "-" "ENST00000376503.10" 1
"16447" "10" 23192312 23192530 "+" "ENST00000376504.4" 1
"16448" "X" 48918835 48919024 "-" "ENST00000376509.4" 1
"16449" "10" 23095579 23095608 "+" "ENST00000376510.8" 1
"16450" "6" 30616478 30616998 "-" "ENST00000376511.7" 2
"16451" "6" 30609945 30609955 "-" "ENST00000376511.7" 3
"16452" "6" 30617224 30617243 "-" "ENST00000376511.7" 1
"16453" "19" 54415464 54415552 "+" "ENST00000376530.8" 1
"16454" "9" 79571965 79572790 "+" "ENST00000376552.8" 1
"16455" "6" 30557295 30557344 "+" "ENST00000376560.8" 1
"16456" "6" 30888688 30888729 "+" "ENST00000376568.8" 2
"16457" "6" 30884519 30884710 "+" "ENST00000376568.8" 1
"16458" "1" 11926238 11926427 "-" "ENST00000376572.8" 1
"16459" "10" 22714327 22714578 "-" "ENST00000376573.9" 1
"16460" "9" 78297125 78297210 "+" "ENST00000376588.4" 1
"16461" "1" 11803117 11803129 "-" "ENST00000376590.9" 2
"16462" "1" 11805888 11805964 "-" "ENST00000376590.9" 1
"16463" "12" 132610323 132610582 "-" "ENST00000376608.9" 1
"16464" "12" 132606252 132606264 "-" "ENST00000376608.9" 2
"16465" "6" 30556204 30556489 "-" "ENST00000376621.8" 1
"16466" "10" 22345496 22345611 "+" "ENST00000376624.8" 1
"16467" "6" 30489509 30489531 "+" "ENST00000376630.5" 1
"16468" "12" 131929276 131929722 "+" "ENST00000376649.8" 1
"16469" "19" 53631999 53632106 "+" "ENST00000376650.2" 1
"16470" "20" 25195712 25195867 "+" "ENST00000376652.9" 1
"16471" "20" 25206522 25206536 "+" "ENST00000376652.9" 2
"16472" "10" 22326431 22326449 "+" "ENST00000376663.8" 2
"16473" "10" 22321099 22321696 "+" "ENST00000376663.8" 1
"16474" "X" 48791091 48791109 "+" "ENST00000376670.9" 2
"16475" "X" 48786590 48786645 "+" "ENST00000376670.9" 1
"16476" "X" 48696734 48696784 "+" "ENST00000376687.4" 1
"16477" "1" 11680602 11680613 "-" "ENST00000376692.9" 2
"16478" "1" 11681039 11681148 "-" "ENST00000376692.9" 1
"16479" "11" 67629912 67629937 "-" "ENST00000376693.3" 1
"16480" "6" 30163546 30163684 "+" "ENST00000376694.9" 1
"16481" "X" 48683799 48683853 "+" "ENST00000376701.5" 1
"16482" "13" 96090107 96090862 "+" "ENST00000376705.4" 1
"16483" "20" 25082097 25082141 "-" "ENST00000376709.9" 1
"16484" "9" 76905964 76906114 "-" "ENST00000376718.8" 1
"16485" "X" 48597492 48597614 "+" "ENST00000376729.10" 1
"16486" "X" 48597958 48597996 "+" "ENST00000376729.10" 2
"16487" "9" 76500916 76501061 "+" "ENST00000376730.5" 3
"16488" "9" 76459182 76459305 "+" "ENST00000376730.5" 1
"16489" "9" 76460060 76460177 "+" "ENST00000376730.5" 2
"16490" "9" 76502239 76502381 "+" "ENST00000376730.5" 4
"16491" "6" 30113064 30113090 "-" "ENST00000376734.4" 1
"16492" "6" 30112806 30112888 "-" "ENST00000376734.4" 2
"16493" "9" 76394172 76394426 "-" "ENST00000376736.6" 1
"16494" "17" 47896236 47896286 "+" "ENST00000376741.5" 1
"16495" "11" 67401783 67401858 "-" "ENST00000376745.9" 1
"16496" "13" 96053313 96053401 "-" "ENST00000376747.8" 1
"16497" "1" 11668656 11668658 "+" "ENST00000376753.9" 2
"16498" "1" 11664200 11664255 "+" "ENST00000376753.9" 1
"16499" "X" 48575168 48575180 "+" "ENST00000376759.8" 2
"16500" "X" 48574484 48574573 "+" "ENST00000376759.8" 1
"16501" "X" 48539714 48539797 "+" "ENST00000376771.9" 1
"16502" "6" 30067198 30067410 "+" "ENST00000376772.8" 1
"16503" "6" 29942532 29942553 "+" "ENST00000376809.10" 1
"16504" "1" 11273198 11273531 "+" "ENST00000376810.6" 1
"16505" "1" 11189355 11189579 "+" "ENST00000376819.4" 1
"16506" "13" 95643601 95643698 "-" "ENST00000376829.7" 2
"16507" "13" 95644377 95644706 "-" "ENST00000376829.7" 1
"16508" "13" 95643043 95643257 "-" "ENST00000376829.7" 3
"16509" "13" 95642030 95642241 "-" "ENST00000376829.7" 4
"16510" "9" 75028242 75028293 "-" "ENST00000376834.8" 1
"16511" "10" 22316388 22316417 "+" "ENST00000376836.8" 1
"16512" "9" 74952612 74952912 "-" "ENST00000376854.6" 1
"16513" "20" 24469629 24469753 "+" "ENST00000376862.4" 1
"16514" "20" 24543020 24543097 "+" "ENST00000376862.4" 2
"16515" "2" 100470482 100470488 "+" "ENST00000376865.1" 1
"16516" "12" 123533483 123533719 "-" "ENST00000376874.9" 1
"16517" "6" 29677004 29677366 "-" "ENST00000376883.2" 2
"16518" "6" 29681062 29681152 "-" "ENST00000376883.2" 1
"16519" "9" 74497335 74497976 "+" "ENST00000376896.8" 1
"16520" "11" 66288986 66289143 "-" "ENST00000376901.9" 1
"16521" "6" 29657092 29657209 "+" "ENST00000376917.8" 1
"16522" "X" 48255392 48255432 "+" "ENST00000376919.4" 1
"16523" "X" 48257222 48257241 "+" "ENST00000376919.4" 2
"16524" "20" 23637863 23637955 "-" "ENST00000376925.8" 1
"16525" "1" 11099832 11099869 "-" "ENST00000376936.9" 1
"16526" "X" 48006988 48007802 "+" "ENST00000376940.4" 1
"16527" "X" 48003508 48003702 "-" "ENST00000376943.8" 2
"16528" "X" 48002610 48002653 "-" "ENST00000376943.8" 3
"16529" "X" 48003909 48003989 "-" "ENST00000376943.8" 1
"16530" "13" 94712050 94712545 "-" "ENST00000376945.4" 1
"16531" "1" 11059944 11060018 "-" "ENST00000376957.7" 1
"16532" "13" 94601857 94601927 "+" "ENST00000376958.5" 1
"16533" "9" 72363470 72363606 "-" "ENST00000376962.10" 2
"16534" "9" 72364696 72365208 "-" "ENST00000376962.10" 1
"16535" "9" 72360779 72360787 "-" "ENST00000376962.10" 3
"16536" "20" 23605865 23605917 "-" "ENST00000376971.4" 1
"16537" "5" 179680919 179681034 "-" "ENST00000376974.5" 1
"16538" "20" 23568451 23568484 "-" "ENST00000376979.4" 1
"16539" "10" 22003435 22003730 "-" "ENST00000376980.8" 1
"16540" "X" 47641442 47641475 "-" "ENST00000376983.8" 3
"16541" "X" 47649921 47650026 "-" "ENST00000376983.8" 2
"16542" "X" 47650423 47650563 "-" "ENST00000376983.8" 1
"16543" "1" 10982038 10982076 "-" "ENST00000377004.9" 1
"16544" "20" 23452812 23452876 "-" "ENST00000377009.8" 1
"16545" "1" 10693890 10693912 "-" "ENST00000377022.8" 4
"16546" "1" 10796564 10796646 "-" "ENST00000377022.8" 1
"16547" "1" 10760701 10760857 "-" "ENST00000377022.8" 2
"16548" "1" 10705492 10705544 "-" "ENST00000377022.8" 3
"16549" "20" 23421403 23421488 "-" "ENST00000377026.4" 1
"16550" "13" 94479256 94479682 "-" "ENST00000377028.10" 1
"16551" "6" 29632850 29633183 "-" "ENST00000377034.9" 1
"16552" "12" 122174173 122174221 "-" "ENST00000377035.2" 1
"16553" "1" 10472459 10472529 "-" "ENST00000377038.8" 1
"16554" "9" 71768357 71768513 "-" "ENST00000377044.9" 1
"16555" "9" 71750374 71750385 "-" "ENST00000377044.9" 2
"16556" "X" 47561205 47561251 "+" "ENST00000377045.9" 1
"16557" "X" 47562909 47562967 "+" "ENST00000377045.9" 2
"16558" "13" 93226807 93227456 "+" "ENST00000377047.9" 1
"16559" "1" 10450031 10450223 "+" "ENST00000377049.4" 1
"16560" "6" 29559702 29559732 "-" "ENST00000377050.5" 1
"16561" "13" 91398621 91399046 "+" "ENST00000377067.9" 1
"16562" "12" 121580912 121581023 "-" "ENST00000377071.9" 1
"16563" "X" 47370578 47370668 "+" "ENST00000377073.4" 1
"16564" "2" 96760902 96760999 "+" "ENST00000377075.3" 1
"16565" "17" 44324711 44324823 "-" "ENST00000377095.10" 1
"16566" "17" 44323563 44323577 "-" "ENST00000377095.10" 2
"16567" "20" 23049505 23049672 "-" "ENST00000377103.3" 1
"16568" "13" 80337706 80337756 "-" "ENST00000377104.4" 2
"16569" "13" 80340622 80341126 "-" "ENST00000377104.4" 1
"16570" "X" 47233009 47233043 "+" "ENST00000377107.7" 1
"16571" "10" 20897206 20897311 "-" "ENST00000377122.9" 1
"16572" "9" 70413364 70414657 "-" "ENST00000377126.4" 1
"16573" "6" 29487903 29487956 "-" "ENST00000377127.4" 1
"16574" "6" 29457155 29457207 "+" "ENST00000377133.6" 1
"16575" "6" 29461495 29461769 "+" "ENST00000377133.6" 4
"16576" "6" 29460404 29460454 "+" "ENST00000377133.6" 3
"16577" "6" 29458454 29458569 "+" "ENST00000377133.6" 2
"16578" "19" 49665631 49665857 "-" "ENST00000377139.8" 1
"16579" "19" 49664839 49664846 "-" "ENST00000377139.8" 2
"16580" "20" 21513670 21514064 "-" "ENST00000377142.5" 1
"16581" "6" 29431864 29431987 "-" "ENST00000377149.5" 2
"16582" "6" 29428913 29428960 "-" "ENST00000377149.5" 4
"16583" "6" 29427642 29427732 "-" "ENST00000377149.5" 5
"16584" "6" 29430301 29430425 "-" "ENST00000377149.5" 3
"16585" "6" 29456987 29457071 "-" "ENST00000377149.5" 1
"16586" "6" 29087249 29087313 "-" "ENST00000377173.4" 1
"16587" "6" 29003955 29004214 "-" "ENST00000377179.4" 2
"16588" "6" 29005008 29005315 "-" "ENST00000377179.4" 1
"16589" "9" 70043848 70044197 "+" "ENST00000377182.5" 1
"16590" "11" 65171327 65171357 "+" "ENST00000377185.3" 2
"16591" "11" 65170233 65170261 "+" "ENST00000377185.3" 1
"16592" "11" 65133602 65133618 "-" "ENST00000377190.8" 2
"16593" "11" 65134456 65134519 "-" "ENST00000377190.8" 1
"16594" "20" 21303331 21303398 "+" "ENST00000377191.5" 1
"16595" "9" 69820817 69820879 "+" "ENST00000377197.8" 1
"16596" "6" 28923633 28923985 "-" "ENST00000377199.4" 1
"16597" "1" 9972018 9972073 "+" "ENST00000377205.6" 2
"16598" "1" 9943475 9943515 "+" "ENST00000377205.6" 1
"16599" "13" 78603327 78603552 "-" "ENST00000377208.7" 1
"16600" "1" 9943249 9943391 "-" "ENST00000377223.6" 1
"16601" "1" 9942624 9942782 "-" "ENST00000377223.6" 2
"16602" "1" 9936620 9936627 "-" "ENST00000377223.6" 3
"16603" "11" 65027439 65027537 "+" "ENST00000377244.8" 1
"16604" "9" 69174277 69174372 "+" "ENST00000377245.9" 1
"16605" "10" 19816432 19817079 "+" "ENST00000377252.5" 1
"16606" "1" 9872065 9872088 "-" "ENST00000377263.6" 4
"16607" "1" 9910095 9910269 "-" "ENST00000377263.6" 1
"16608" "1" 9877905 9877989 "-" "ENST00000377263.6" 3
"16609" "1" 9883705 9883738 "-" "ENST00000377263.6" 2
"16610" "11" 64917136 64917209 "-" "ENST00000377264.8" 1
"16611" "10" 18659431 18659637 "+" "ENST00000377275.4" 1
"16612" "9" 69014093 69014113 "-" "ENST00000377276.5" 1
"16613" "6" 28251981 28252269 "-" "ENST00000377294.3" 1
"16614" "1" 9823734 9823965 "-" "ENST00000377298.9" 1
"16615" "10" 18651204 18651587 "-" "ENST00000377304.7" 1
"16616" "8" 144605615 144605695 "-" "ENST00000377307.7" 2
"16617" "8" 144685686 144685846 "-" "ENST00000377307.7" 1
"16618" "9" 68540815 68540883 "-" "ENST00000377311.4" 1
"16619" "8" 144475757 144475849 "-" "ENST00000377317.5" 1
"16620" "1" 9710424 9710455 "+" "ENST00000377346.9" 3
"16621" "1" 9651731 9651802 "+" "ENST00000377346.9" 1
"16622" "1" 9691467 9691571 "+" "ENST00000377346.9" 2
"16623" "5" 169980277 169980495 "-" "ENST00000377365.4" 1
"16624" "5" 169883899 169884816 "-" "ENST00000377365.4" 2
"16625" "10" 17953191 17953276 "+" "ENST00000377369.7" 2
"16626" "10" 17951918 17952025 "+" "ENST00000377369.7" 1
"16627" "2" 85327963 85327989 "-" "ENST00000377386.8" 1
"16628" "11" 64778393 64778542 "-" "ENST00000377390.8" 1
"16629" "9" 41189259 41189317 "-" "ENST00000377391.8" 1
"16630" "6" 27807907 27807929 "-" "ENST00000377401.4" 1
"16631" "1" 9244925 9244934 "+" "ENST00000377403.7" 2
"16632" "1" 9234774 9235066 "+" "ENST00000377403.7" 1
"16633" "1" 9129028 9129102 "-" "ENST00000377411.5" 1
"16634" "9" 65284378 65285209 "-" "ENST00000377420.1" 1
"16635" "1" 9069537 9069635 "-" "ENST00000377424.9" 1
"16636" "20" 18813783 18813815 "+" "ENST00000377428.4" 1
"16637" "1" 8945868 8945886 "+" "ENST00000377443.7" 1
"16638" "20" 18588054 18588072 "+" "ENST00000377452.4" 1
"16639" "13" 76992081 76992098 "+" "ENST00000377453.9" 1
"16640" "6" 27147106 27147128 "+" "ENST00000377459.3" 1
"16641" "13" 76948511 76948558 "+" "ENST00000377462.6" 1
"16642" "8" 144012280 144012515 "+" "ENST00000377470.8" 1
"16643" "13" 76886149 76886405 "-" "ENST00000377474.4" 1
"16644" "1" 8015620 8015692 "-" "ENST00000377482.10" 2
"16645" "1" 8026158 8026309 "-" "ENST00000377482.10" 1
"16646" "10" 17752201 17752295 "+" "ENST00000377495.2" 1
