"t_id" "chromosome" "g_start_coord_ref" "g_end_coord_ref" "strand_mane" "u_id" "u_id2" "aug_end" "one_two_three" "phylop2" "start"
"4874" "ENST00000323146.8" "chr5" 140566788 140566952 "+" 4874 "uORF" 140566790 3 1 "ATG"
"4875" "ENST00000323146.8" "chr5" 140566957 140567043 "+" 4875 "uORF" 140566959 3 0.666666666666667 "ATG"
"4876" "ENST00000323146.8" "chr5" 140567034 140567147 "+" 4876 "uORF" 140567036 3 0.166666666666667 "ATG"
"4877" "ENST00000323146.8" "chr5" 140567065 140567109 "+" 4877 "uORF" 140567067 3 1.33333333333333 "ATG"
"4878" "ENST00000323169.10" "chr19" 11798725 11804634 "+" 4878 "uORF" 11798727 3 0.666666666666667 "ATG"
"4879" "ENST00000323169.10" "chr19" 11804561 11804572 "+" 4879 "uORF" 11804563 3 1.83333333333333 "ATG"
"4880" "ENST00000323206.2" "chr17" 7435651 7435674 "+" 4880 "uORF" 7435653 3 -1.5 "ATG"
"4881" "ENST00000323206.2" "chr17" 7435671 7435691 "+" 4881 "uORF" 7435673 3 -0.333333333333333 "ATG"
"4882" "ENST00000323249.8" "chr5" 177446949 177454009 "+" 4882 "uORF" 177446951 3 0.833333333333333 "ATG"
"4883" "ENST00000323249.8" "chr5" 177454012 177454928 "+" 4883 "uORF" 177454014 3 0 "ATG"
"4884" "ENST00000323249.8" "chr5" 177454876 177455034 "+" 4884 "uORF" 177454878 3 0.5 "ATG"
"4885" "ENST00000323267.11" "chr6" 44134568 44134579 "+" 4885 "uORF" 44134570 3 5 "ATG"
"4886" "ENST00000323346.10" "chr12" 100357329 100357352 "+" 4886 "uORF" 100357331 3 0.166666666666667 "ATG"
"4887" "ENST00000323346.10" "chr12" 100357339 100357365 "+" 4887 "uORF" 100357341 3 2.83333333333333 "ATG"
"4889" "ENST00000323523.8" "chr3" 100492770 100492874 "+" 4889 "uORF" 100492772 3 0 "ATG"
"4890" "ENST00000323523.8" "chr3" 100492815 100492874 "+" 4890 "uORF" 100492817 3 1.33333333333333 "ATG"
"4891" "ENST00000323534.5" "chr3" 153162251 153162322 "+" 4891 "uORF" 153162253 3 0.833333333333333 "ATG"
"4892" "ENST00000323534.5" "chr3" 153162289 153162381 "+" 4892 "uORF" 153162291 3 1.16666666666667 "ATG"
"4893" "ENST00000323557.12" "chr6" 53065404 53065673 "+" 4893 "uORF" 53065406 3 2 "ATG"
"4894" "ENST00000323557.12" "chr6" 53065602 53065673 "+" 4894 "uORF" 53065604 3 5.66666666666667 "ATG"
"4895" "ENST00000323571.9" "chr17" 40256399 40256407 "+" 4895 "uORF" 40256401 3 3 "ATG"
"4901" "ENST00000323819.8" "chr7" 75395633 75395692 "+" 4901 "uORF" 75395635 3 -1.5 "ATG"
"4902" "ENST00000323819.8" "chr7" 75395636 75395692 "+" 4902 "uORF" 75395638 3 -0.166666666666667 "ATG"
"4903" "ENST00000323819.8" "chr7" 75395643 75395672 "+" 4903 "uORF" 75395645 3 -1.83333333333333 "ATG"
"4904" "ENST00000323819.8" "chr7" 75395705 75395716 "+" 4904 "uORF" 75395707 3 -0.833333333333333 "ATG"
"4908" "ENST00000324000.4" "chr18" 57352803 57352829 "+" 4908 "uORF" 57352805 3 3 "ATG"
"4912" "ENST00000324210.10" "chr3" 152268949 152268990 "+" 4912 "uORF" 152268951 3 1.66666666666667 "ATG"
"4913" "ENST00000324210.10" "chr3" 152268968 152268979 "+" 4913 "uORF" 152268970 3 4 "ATG"
"4914" "ENST00000324210.10" "chr3" 152268976 152268990 "+" 4914 "uORF" 152268978 3 3.5 "ATG"
"4915" "ENST00000324210.10" "chr3" 152269026 152269076 "+" 4915 "uORF" 152269028 3 1.83333333333333 "ATG"
"4916" "ENST00000324210.10" "chr3" 152269038 152269076 "+" 4916 "uORF" 152269040 3 4 "ATG"
"4917" "ENST00000324210.10" "chr3" 152299713 152299724 "+" 4917 "uORF" 152299715 3 3.83333333333333 "ATG"
"4918" "ENST00000324210.10" "chr3" 152299843 152299980 "+" 4918 "uORF" 152299845 3 2.16666666666667 "ATG"
"4919" "ENST00000324210.10" "chr3" 152299988 152299996 "+" 4919 "uORF" 152299990 3 2.16666666666667 "ATG"
"4920" "ENST00000324210.10" "chr3" 152300044 152300055 "+" 4920 "uORF" 152300046 3 2 "ATG"
"4921" "ENST00000324219.9" "chr2" 101697836 101697844 "+" 4921 "uORF" 101697838 3 0.333333333333333 "ATG"
"4922" "ENST00000324288.14" "chr16" 10877206 10877271 "+" 4922 "uORF" 10877208 3 -0.5 "ATG"
"4923" "ENST00000324288.14" "chr16" 10877218 10877271 "+" 4923 "uORF" 10877220 3 1.16666666666667 "ATG"
"4924" "ENST00000324341.2" "chr12" 99647761 99647802 "+" 4924 "uORF" 99647763 3 0.666666666666667 "ATG"
"4925" "ENST00000324341.2" "chr12" 99647855 99647875 "+" 4925 "uORF" 99647857 3 -1.16666666666667 "ATG"
"4926" "ENST00000324341.2" "chr12" 99647872 99647931 "+" 4926 "uORF" 99647874 3 0 "ATG"
"4927" "ENST00000324341.2" "chr12" 99647939 99647947 "+" 4927 "uORF" 99647941 3 -1.16666666666667 "ATG"
"4928" "ENST00000324341.2" "chr12" 99648106 99648126 "+" 4928 "uORF" 99648108 3 -0.166666666666667 "ATG"
"4929" "ENST00000324341.2" "chr12" 99648120 99648161 "+" 4929 "uORF" 99648122 3 0 "ATG"
"4940" "ENST00000324602.12" "chr19" 54630540 54630566 "+" 4940 "uORF" 54630542 3 -1.33333333333333 "ATG"
"4941" "ENST00000324602.12" "chr19" 54630547 54630561 "+" 4941 "uORF" 54630549 3 -2.33333333333333 "ATG"
"4942" "ENST00000324602.12" "chr19" 54630580 54630600 "+" 4942 "uORF" 54630582 3 -0.333333333333333 "ATG"
"4943" "ENST00000324616.9" "chr12" 39626288 39626302 "+" 4943 "uORF" 39626290 3 -2 "ATG"
"4944" "ENST00000324631.13" "chr10" 18140535 18140561 "+" 4944 "uORF" 18140537 3 0.833333333333333 "ATG"
"4947" "ENST00000324685.11" "chr16" 30762332 30762349 "+" 4947 "uORF" 30762334 3 3 "ATG"
"4949" "ENST00000324816.11" "chr6" 32154315 32154335 "+" 4949 "uORF" 32154317 3 -0.666666666666667 "ATG"
"4950" "ENST00000324816.11" "chr6" 32154327 32154335 "+" 4950 "uORF" 32154329 3 -0.666666666666667 "ATG"
"4951" "ENST00000324849.9" "chr8" 17247068 17247109 "+" 4951 "uORF" 17247070 3 0.166666666666667 "ATG"
"4954" "ENST00000324856.13" "chr1" 26696118 26696231 "+" 4954 "uORF" 26696120 3 0.5 "ATG"
"4955" "ENST00000325083.13" "chr8" 17922991 17923002 "+" 4955 "uORF" 17922993 3 3.33333333333333 "ATG"
"4956" "ENST00000325083.13" "chr8" 17923004 17923036 "+" 4956 "uORF" 17923006 3 3.66666666666667 "ATG"
"4957" "ENST00000325113.9" "chr11" 196784 196870 "+" 4957 "uORF" 196786 3 -1.5 "ATG"
"4958" "ENST00000325113.9" "chr11" 196812 197006 "+" 4958 "uORF" 196814 3 0.5 "ATG"
"4959" "ENST00000325113.9" "chr11" 196870 196887 "+" 4959 "uORF" 196872 3 -0.5 "ATG"
"4960" "ENST00000325113.9" "chr11" 196876 196887 "+" 4960 "uORF" 196878 3 -1 "ATG"
"4961" "ENST00000325192.8" "chr14" 44897398 44897463 "+" 4961 "uORF" 44897400 3 3 "ATG"
"4962" "ENST00000325192.8" "chr14" 44897407 44897463 "+" 4962 "uORF" 44897409 3 0.5 "ATG"
"4963" "ENST00000325212.11" "chr11" 93661706 93666696 "+" 4963 "uORF" 93661708 3 -1 "ATG"
"4964" "ENST00000325222.9" "chr7" 148699024 148729976 "+" 4964 "uORF" 148699026 3 1 "ATG"
"4965" "ENST00000325222.9" "chr7" 148729973 148730023 "+" 4965 "uORF" 148729975 3 2.33333333333333 "ATG"
"4966" "ENST00000325222.9" "chr7" 148730035 148730058 "+" 4966 "uORF" 148730037 3 5.33333333333333 "ATG"
"4967" "ENST00000325222.9" "chr7" 148730058 148730069 "+" 4967 "uORF" 148730060 3 6.33333333333333 "ATG"
"4968" "ENST00000325239.12" "chr10" 48684900 48684932 "+" 4968 "uORF" 48684902 3 -0.333333333333333 "ATG"
"4969" "ENST00000325239.12" "chr10" 48684960 48684986 "+" 4969 "uORF" 48684962 3 -0.5 "ATG"
"4970" "ENST00000325250.2" "chrX" 26138362 26138421 "+" 4970 "uORF" 26138364 3 0.333333333333333 "ATG"
"4971" "ENST00000325250.2" "chrX" 26138425 26138442 "+" 4971 "uORF" 26138427 3 -0.833333333333333 "ATG"
"4972" "ENST00000325301.7" "chr22" 39502362 39502421 "+" 4972 "uORF" 39502364 3 2.83333333333333 "ATG"
"4973" "ENST00000325301.7" "chr22" 39502368 39502421 "+" 4973 "uORF" 39502370 3 0.666666666666667 "ATG"
"4974" "ENST00000325301.7" "chr22" 39504231 39504443 "+" 4974 "uORF" 39504233 3 7.33333333333333 "ATG"
"4975" "ENST00000325301.7" "chr22" 39504516 39504524 "+" 4975 "uORF" 39504518 3 2.33333333333333 "ATG"
"4976" "ENST00000325324.11" "chr5" 62412788 62412802 "+" 4976 "uORF" 62412790 3 3.66666666666667 "ATG"
"4977" "ENST00000325385.12" "chr2" 232014838 232014876 "+" 4977 "uORF" 232014840 3 2 "ATG"
"4978" "ENST00000325404.3" "chr3" 181711926 181711940 "+" 4978 "uORF" 181711928 3 4.33333333333333 "ATG"
"4986" "ENST00000325656.7" "chr11" 67455360 67455404 "+" 4986 "uORF" 67455362 3 0.666666666666667 "ATG"
"4987" "ENST00000325686.7" "chr13" 43880046 43880955 "+" 4987 "uORF" 43880048 3 -0.666666666666667 "ATG"
"4994" "ENST00000325805.13" "chr3" 107522967 107522996 "+" 4994 "uORF" 107522969 3 5 "ATG"
"4995" "ENST00000325805.13" "chr3" 107522976 107522996 "+" 4995 "uORF" 107522978 3 3.66666666666667 "ATG"
"4996" "ENST00000325805.13" "chr3" 107526338 107645906 "+" 4996 "uORF" 107526340 3 4 "ATG"
"4997" "ENST00000325805.13" "chr3" 107645869 107645880 "+" 4997 "uORF" 107645871 3 3.66666666666667 "ATG"
"4998" "ENST00000325897.5" "chr8" 61299683 61299727 "+" 4998 "uORF" 61299685 3 3.66666666666667 "ATG"
"4999" "ENST00000325897.5" "chr8" 61299710 61299727 "+" 4999 "uORF" 61299712 3 3.33333333333333 "ATG"
"5000" "ENST00000325945.4" "chr1" 119368805 119368822 "+" 5000 "uORF" 119368807 3 -0.833333333333333 "ATG"
"5001" "ENST00000325954.9" "chr12" 120534689 120534700 "+" 5001 "uORF" 120534691 3 5.66666666666667 "ATG"
"5003" "ENST00000326035.6" "chr5" 43245282 43245290 "+" 5003 "uORF" 43245284 3 -0.5 "ATG"
"5004" "ENST00000326035.6" "chr5" 43245287 43245385 "+" 5004 "uORF" 43245289 3 1.66666666666667 "ATG"
"5005" "ENST00000326035.6" "chr5" 43245300 43245533 "+" 5005 "uORF" 43245302 3 0 "ATG"
"5006" "ENST00000326035.6" "chr5" 43245492 43245533 "+" 5006 "uORF" 43245494 3 -0.833333333333333 "ATG"
"5007" "ENST00000326035.6" "chr5" 43245547 43245555 "+" 5007 "uORF" 43245549 3 0.333333333333333 "ATG"
"5008" "ENST00000326035.6" "chr5" 43245751 43245762 "+" 5008 "uORF" 43245753 3 3.33333333333333 "ATG"
"5011" "ENST00000326134.10" "chr8" 144163771 144163806 "+" 5011 "uORF" 144163773 3 0.166666666666667 "ATG"
"5012" "ENST00000326134.10" "chr8" 144163790 144163816 "+" 5012 "uORF" 144163792 3 -1 "ATG"
"5013" "ENST00000326181.11" "chr16" 2155813 2163905 "+" 5013 "uORF" 2155815 3 2.66666666666667 "ATG"
"5014" "ENST00000326181.11" "chr16" 2163906 2163917 "+" 5014 "uORF" 2163908 3 3.33333333333333 "ATG"
"5016" "ENST00000326266.13" "chr16" 3024155 3024238 "+" 5016 "uORF" 3024157 3 -0.5 "ATG"
"5017" "ENST00000326274.6" "chr6" 117265692 117265706 "+" 5017 "uORF" 117265694 3 0.666666666666667 "ATG"
"5018" "ENST00000326291.11" "chr13" 72782192 72782233 "+" 5018 "uORF" 72782194 3 -0.333333333333333 "ATG"
"5019" "ENST00000326306.5" "chr3" 39329760 39329780 "+" 5019 "uORF" 39329762 3 -1 "ATG"
"5025" "ENST00000326505.4" "chr3" 183253369 183253407 "+" 5025 "uORF" 183253371 3 -0.833333333333333 "ATG"
"5026" "ENST00000326505.4" "chr3" 183253455 183269554 "+" 5026 "uORF" 183253457 3 -0.5 "ATG"
"5027" "ENST00000326505.4" "chr3" 183269503 183269532 "+" 5027 "uORF" 183269505 3 0.166666666666667 "ATG"
"5028" "ENST00000326505.4" "chr3" 183269516 183269554 "+" 5028 "uORF" 183269518 3 0 "ATG"
"5029" "ENST00000326505.4" "chr3" 183269529 183269666 "+" 5029 "uORF" 183269531 3 -2.5 "ATG"
"5030" "ENST00000326505.4" "chr3" 183269558 183269644 "+" 5030 "uORF" 183269560 3 1.83333333333333 "ATG"
"5031" "ENST00000326505.4" "chr3" 183269635 183269661 "+" 5031 "uORF" 183269637 3 1 "ATG"
"5032" "ENST00000326505.4" "chr3" 183269684 183269701 "+" 5032 "uORF" 183269686 3 0.5 "ATG"
"5033" "ENST00000326505.4" "chr3" 183269693 183269701 "+" 5033 "uORF" 183269695 3 0.333333333333333 "ATG"
"5034" "ENST00000326505.4" "chr3" 183269703 183269780 "+" 5034 "uORF" 183269705 3 2 "ATG"
"5035" "ENST00000326505.4" "chr3" 183269735 183269764 "+" 5035 "uORF" 183269737 3 0.166666666666667 "ATG"
"5038" "ENST00000326581.9" "chr4" 99511082 99511168 "+" 5038 "uORF" 99511084 3 -0.333333333333333 "ATG"
"5039" "ENST00000326581.9" "chr4" 99511201 99511230 "+" 5039 "uORF" 99511203 3 0 "ATG"
"5040" "ENST00000326648.5" "chr15" 64460751 64460771 "+" 5040 "uORF" 64460753 3 1 "ATG"
"5041" "ENST00000326648.5" "chr15" 64499295 64499348 "+" 5041 "uORF" 64499297 3 2.33333333333333 "ATG"
"5042" "ENST00000326648.5" "chr15" 64499298 64499348 "+" 5042 "uORF" 64499300 3 6.33333333333333 "ATG"
"5043" "ENST00000326648.5" "chr15" 64499314 64499322 "+" 5043 "uORF" 64499316 3 1.83333333333333 "ATG"
"5044" "ENST00000326648.5" "chr15" 64499326 64499340 "+" 5044 "uORF" 64499328 3 2.33333333333333 "ATG"
"5057" "ENST00000326775.10" "chr7" 99504698 99504712 "+" 5057 "uORF" 99504700 3 -0.166666666666667 "ATG"
"5059" "ENST00000326842.3" "chr14" 20745944 20745991 "+" 5059 "uORF" 20745946 3 -0.333333333333333 "ATG"
"5060" "ENST00000326866.5" "chr4" 187999119 187999127 "+" 5060 "uORF" 187999121 3 -0.166666666666667 "ATG"
"5061" "ENST00000326866.5" "chr4" 187999613 187999621 "+" 5061 "uORF" 187999615 3 0.666666666666667 "ATG"
"5062" "ENST00000326873.12" "chr19" 1205790 1205846 "+" 5062 "uORF" 1205792 3 3.33333333333333 "ATG"
"5063" "ENST00000326873.12" "chr19" 1205901 1206530 "+" 5063 "uORF" 1205903 3 1.5 "ATG"
"5064" "ENST00000326873.12" "chr19" 1206474 1206530 "+" 5064 "uORF" 1206476 3 1.16666666666667 "ATG"
"5065" "ENST00000326873.12" "chr19" 1206543 1206551 "+" 5065 "uORF" 1206545 3 2.83333333333333 "ATG"
"5066" "ENST00000326974.9" "chr6" 43017166 43017177 "+" 5066 "uORF" 43017168 3 4.66666666666667 "ATG"
"5067" "ENST00000327111.8" "chr5" 93583597 93583635 "+" 5067 "uORF" 93583599 3 1.66666666666667 "ATG"
"5068" "ENST00000327111.8" "chr5" 93583783 93583860 "+" 5068 "uORF" 93583785 3 4.33333333333333 "ATG"
"5069" "ENST00000327111.8" "chr5" 93584021 93584074 "+" 5069 "uORF" 93584023 3 6 "ATG"
"5070" "ENST00000327111.8" "chr5" 93584360 93584389 "+" 5070 "uORF" 93584362 3 1.33333333333333 "ATG"
"5071" "ENST00000327111.8" "chr5" 93584505 93584567 "+" 5071 "uORF" 93584507 3 1.33333333333333 "ATG"
"5087" "ENST00000327381.7" "chr8" 55102101 55102298 "+" 5087 "uORF" 55102103 3 1.16666666666667 "ATG"
"5089" "ENST00000327451.11" "chr22" 17563512 17563547 "+" 5089 "uORF" 17563514 3 1.33333333333333 "ATG"
"5090" "ENST00000327451.11" "chr22" 17563572 17563613 "+" 5090 "uORF" 17563574 3 -0.166666666666667 "ATG"
"5091" "ENST00000327554.3" "chr12" 119334784 119334876 "+" 5091 "uORF" 119334786 3 0 "ATG"
"5092" "ENST00000327554.3" "chr12" 119334806 119334853 "+" 5092 "uORF" 119334808 3 -0.166666666666667 "ATG"
"5093" "ENST00000327628.10" "chr3" 42091420 42091443 "+" 5093 "uORF" 42091422 3 1.16666666666667 "ATG"
"5097" "ENST00000327697.11" "chr3" 49689571 49689579 "+" 5097 "uORF" 49689573 3 2 "ATG"
"5104" "ENST00000327809.5" "chr19" 35358471 35358533 "+" 5104 "uORF" 35358473 3 0.833333333333333 "ATG"
"5105" "ENST00000327809.5" "chr19" 35358508 35358579 "+" 5105 "uORF" 35358510 3 2.66666666666667 "ATG"
"5106" "ENST00000327809.5" "chr19" 35358538 35358579 "+" 5106 "uORF" 35358540 3 0.833333333333333 "ATG"
"5107" "ENST00000327827.12" "chr16" 9091738 9091752 "+" 5107 "uORF" 9091740 3 1.16666666666667 "ATG"
"5114" "ENST00000327906.8" "chr3" 52410869 52410904 "+" 5114 "uORF" 52410871 3 2.66666666666667 "ATG"
"5115" "ENST00000327906.8" "chr3" 52410894 52410944 "+" 5115 "uORF" 52410896 3 2.16666666666667 "ATG"
"5116" "ENST00000327906.8" "chr3" 52411148 52411156 "+" 5116 "uORF" 52411150 3 0.666666666666667 "ATG"
"5117" "ENST00000327949.15" "chr17" 82418362 82419798 "+" 5117 "uORF" 82418364 3 -0.5 "ATG"
"5125" "ENST00000328089.11" "chr1" 9355845 9355877 "+" 5125 "uORF" 9355847 3 5 "ATG"
"5140" "ENST00000328248.7" "chr17" 8339868 8339909 "+" 5140 "uORF" 8339870 3 0.833333333333333 "ATG"
"5141" "ENST00000328248.7" "chr17" 8339959 8340006 "+" 5141 "uORF" 8339961 3 0.666666666666667 "ATG"
"5142" "ENST00000328248.7" "chr17" 8339972 8339992 "+" 5142 "uORF" 8339974 3 0.833333333333333 "ATG"
"5143" "ENST00000328248.7" "chr17" 8339989 8340006 "+" 5143 "uORF" 8339991 3 0.833333333333333 "ATG"
"5144" "ENST00000328252.4" "chr9" 116153874 116153882 "+" 5144 "uORF" 116153876 3 2.66666666666667 "ATG"
"5145" "ENST00000328299.4" "chr1" 76074758 76074820 "+" 5145 "uORF" 76074760 3 4.33333333333333 "ATG"
"5146" "ENST00000328300.11" "chrX" 108440057 108440071 "+" 5146 "uORF" 108440059 3 3.66666666666667 "ATG"
"5147" "ENST00000328313.10" "chr17" 79731015 79731050 "+" 5147 "uORF" 79731017 3 -1.66666666666667 "ATG"
"5148" "ENST00000328439.6" "chr20" 64164501 64164521 "+" 5148 "uORF" 64164503 3 5.33333333333333 "ATG"
"5149" "ENST00000328439.6" "chr20" 64164522 64164539 "+" 5149 "uORF" 64164524 3 5 "ATG"
"5150" "ENST00000328439.6" "chr20" 64164683 64164727 "+" 5150 "uORF" 64164685 3 4.66666666666667 "ATG"
"5151" "ENST00000328439.6" "chr20" 64164699 64164710 "+" 5151 "uORF" 64164701 3 6.66666666666667 "ATG"
"5152" "ENST00000328439.6" "chr20" 64190066 64190089 "+" 5152 "uORF" 64190068 3 6.33333333333333 "ATG"
"5157" "ENST00000328557.5" "chr3" 196639768 196654538 "+" 5157 "uORF" 196639770 3 1.16666666666667 "ATG"
"5158" "ENST00000328557.5" "chr3" 196639840 196654538 "+" 5158 "uORF" 196639842 3 4 "ATG"
"5159" "ENST00000328599.4" "chr8" 124450835 124450846 "+" 5159 "uORF" 124450837 3 -2.5 "ATG"
"5160" "ENST00000328599.4" "chr8" 124450909 124450923 "+" 5160 "uORF" 124450911 3 -0.666666666666667 "ATG"
"5162" "ENST00000328741.6" "chr17" 49576125 49576142 "+" 5162 "uORF" 49576127 3 2.66666666666667 "ATG"
"5163" "ENST00000328771.9" "chr19" 47352777 47352818 "+" 5163 "uORF" 47352779 3 0.5 "ATG"
"5164" "ENST00000328771.9" "chr19" 47352810 47352818 "+" 5164 "uORF" 47352812 3 0.333333333333333 "ATG"
"5165" "ENST00000328771.9" "chr19" 47352815 47352889 "+" 5165 "uORF" 47352817 3 -0.5 "ATG"
"5166" "ENST00000328771.9" "chr19" 47352971 47352997 "+" 5166 "uORF" 47352973 3 0.333333333333333 "ATG"
"5167" "ENST00000328771.9" "chr19" 47352975 47353007 "+" 5167 "uORF" 47352977 3 -0.333333333333333 "ATG"
"5168" "ENST00000328834.10" "chr3" 32685224 32685289 "+" 5168 "uORF" 32685226 3 0.333333333333333 "ATG"
"5172" "ENST00000328939.9" "chr5" 170504109 170504393 "+" 5172 "uORF" 170504111 3 1.33333333333333 "ATG"
"5173" "ENST00000328939.9" "chr5" 170504380 170504493 "+" 5173 "uORF" 170504382 3 3.33333333333333 "ATG"
"5179" "ENST00000329078.8" "chr17" 4498950 4498988 "+" 5179 "uORF" 4498952 3 0.666666666666667 "ATG"
"5181" "ENST00000329117.10" "chr1" 156642126 156642275 "+" 5181 "uORF" 156642128 3 0.666666666666667 "ATG"
"5182" "ENST00000329196.7" "chr17" 45844883 45844894 "+" 5182 "uORF" 45844885 3 -0.833333333333333 "ATG"
"5185" "ENST00000329291.6" "chr1" 248906299 248906337 "+" 5185 "uORF" 248906301 3 -1.66666666666667 "ATG"
"5186" "ENST00000329293.4" "chr11" 7485525 7485566 "+" 5186 "uORF" 7485527 3 -0.333333333333333 "ATG"
"5187" "ENST00000329293.4" "chr11" 7485583 7485597 "+" 5187 "uORF" 7485585 3 0.666666666666667 "ATG"
"5188" "ENST00000329293.4" "chr11" 7485607 7485684 "+" 5188 "uORF" 7485609 3 0.833333333333333 "ATG"
"5195" "ENST00000329464.9" "chr15" 44736586 44736594 "+" 5195 "uORF" 44736588 3 1.5 "ATG"
"5196" "ENST00000329478.4" "chr19" 1911922 1911930 "+" 5196 "uORF" 1911924 3 -1.33333333333333 "ATG"
"5197" "ENST00000329542.9" "chr5" 176810644 176810691 "+" 5197 "uORF" 176810646 3 1.33333333333333 "ATG"
"5198" "ENST00000329548.5" "chr12" 53252100 53252156 "+" 5198 "uORF" 53252102 3 0.333333333333333 "ATG"
"5199" "ENST00000329565.6" "chr16" 11668538 11676010 "+" 5199 "uORF" 11668540 3 0.166666666666667 "ATG"
"5200" "ENST00000329582.9" "chr3" 136958045 136958104 "+" 5200 "uORF" 136958047 3 1.16666666666667 "ATG"
"5201" "ENST00000329582.9" "chr3" 136958054 136958104 "+" 5201 "uORF" 136958056 3 0.5 "ATG"
"5202" "ENST00000329582.9" "chr3" 136958063 136958104 "+" 5202 "uORF" 136958065 3 -0.166666666666667 "ATG"
"5203" "ENST00000329582.9" "chr3" 136958086 136958094 "+" 5203 "uORF" 136958088 3 -0.833333333333333 "ATG"
"5204" "ENST00000329597.12" "chr14" 94581669 94581710 "+" 5204 "uORF" 94581671 3 0.333333333333333 "ATG"
"5205" "ENST00000329600.8" "chr15" 90234211 90238538 "+" 5205 "uORF" 90234213 3 0.333333333333333 "ATG"
"5206" "ENST00000329600.8" "chr15" 90234227 90234533 "+" 5206 "uORF" 90234229 3 -0.666666666666667 "ATG"
"5207" "ENST00000329600.8" "chr15" 90234545 90238538 "+" 5207 "uORF" 90234547 3 0.166666666666667 "ATG"
"5208" "ENST00000329630.10" "chr7" 150388422 150388451 "+" 5208 "uORF" 150388424 3 -0.333333333333333 "ATG"
"5215" "ENST00000329759.6" "chr3" 194686004 194686012 "+" 5215 "uORF" 194686006 3 1.66666666666667 "ATG"
"5216" "ENST00000329759.6" "chr3" 194686034 194686093 "+" 5216 "uORF" 194686036 3 2.33333333333333 "ATG"
"5217" "ENST00000329759.6" "chr3" 194686134 194686142 "+" 5217 "uORF" 194686136 3 1.33333333333333 "ATG"
"5218" "ENST00000329783.9" "chr17" 75089237 75093610 "+" 5218 "uORF" 75089239 3 1 "ATG"
"5236" "ENST00000329903.5" "chrX" 151734771 151734791 "+" 5236 "uORF" 151734773 3 -0.166666666666667 "ATG"
"5237" "ENST00000329903.5" "chrX" 151734792 151734842 "+" 5237 "uORF" 151734794 3 0.166666666666667 "ATG"
"5238" "ENST00000329903.5" "chrX" 151734817 151734912 "+" 5238 "uORF" 151734819 3 -0.166666666666667 "ATG"
"5241" "ENST00000329962.11" "chr11" 369684 369704 "+" 5241 "uORF" 369686 3 0.333333333333333 "ATG"
"5242" "ENST00000329962.11" "chr11" 369726 369773 "+" 5242 "uORF" 369728 3 0 "ATG"
"5243" "ENST00000329970.8" "chr6" 110958715 110958744 "+" 5243 "uORF" 110958717 3 3.66666666666667 "ATG"
"5244" "ENST00000330055.7" "chr4" 3766518 3766592 "+" 5244 "uORF" 3766520 3 0.166666666666667 "ATG"
"5245" "ENST00000330083.6" "chr6" 30626879 30627076 "+" 5245 "uORF" 30626881 3 3.33333333333333 "ATG"
"5246" "ENST00000330083.6" "chr6" 30626886 30626996 "+" 5246 "uORF" 30626888 3 6.66666666666667 "ATG"
"5247" "ENST00000330083.6" "chr6" 30626902 30626952 "+" 5247 "uORF" 30626904 3 2.66666666666667 "ATG"
"5248" "ENST00000330083.6" "chr6" 30627096 30627167 "+" 5248 "uORF" 30627098 3 0 "ATG"
"5250" "ENST00000330120.5" "chr5" 33936394 33936480 "+" 5250 "uORF" 33936396 3 -0.333333333333333 "ATG"
"5251" "ENST00000330120.5" "chr5" 33936720 33936728 "+" 5251 "uORF" 33936722 3 1 "ATG"
"5256" "ENST00000330295.10" "chr8" 103371551 103371595 "+" 5256 "uORF" 103371553 3 1.5 "ATG"
"5259" "ENST00000330432.12" "chr6" 154039269 154039322 "+" 5259 "uORF" 154039271 3 -0.166666666666667 "ATG"
"5260" "ENST00000330432.12" "chr6" 154039309 154039392 "+" 5260 "uORF" 154039311 3 -0.333333333333333 "ATG"
"5261" "ENST00000330432.12" "chr6" 154039366 154039392 "+" 5261 "uORF" 154039368 3 0.5 "ATG"
"5263" "ENST00000330494.12" "chr17" 7888823 7888948 "+" 5263 "uORF" 7888825 3 -0.666666666666667 "ATG"
"5264" "ENST00000330494.12" "chr17" 7888827 7888862 "+" 5264 "uORF" 7888829 3 -0.5 "ATG"
"5265" "ENST00000330494.12" "chr17" 7888853 7888948 "+" 5265 "uORF" 7888855 3 -0.5 "ATG"
"5266" "ENST00000330494.12" "chr17" 7888888 7888899 "+" 5266 "uORF" 7888890 3 -0.5 "ATG"
"5267" "ENST00000330494.12" "chr17" 7888920 7888973 "+" 5267 "uORF" 7888922 3 0 "ATG"
"5268" "ENST00000330540.7" "chr3" 122055442 122055468 "+" 5268 "uORF" 122055444 3 -0.666666666666667 "ATG"
